id,first_active_month,reward_program,cardholder_fico_score,cardholder_fico_range,cardholder_age
C_ID_d5695252f5,2016-11,cash_back,814,excellent,37
C_ID_d56b2ae5a5,2017-05,cash_back,767,excellent,40
C_ID_d56b2c2b61,2017-11,travel,721,excellent,70
C_ID_d56c08a656,2017-12,cash_back,369,bad,39
C_ID_d56d04a6ff,2017-09,cash_back,708,good,25
C_ID_d56ea85a40,2016-03,cash_back,363,bad,25
C_ID_d56eab126a,2017-05,cash_back,631,fair,96
C_ID_d56f2f059a,2016-09,dining_entertainment,607,bad,32
C_ID_d571c2bb23,2017-04,dining_entertainment,372,bad,60
C_ID_d572c08e96,2017-12,cash_back,790,excellent,63
C_ID_d57469fe0e,2017-11,travel,656,fair,38
C_ID_d575ab8986,2017-04,dining_entertainment,362,bad,19
C_ID_d575fbd48d,2017-09,cash_back,574,bad,20
C_ID_d5773e2697,2017-05,cash_back,588,bad,27
C_ID_d57870ec7e,2017-11,travel,649,fair,18
C_ID_d578a50f22,2017-08,cash_back,330,bad,34
C_ID_d5793cf09a,2016-12,cash_back,356,bad,58
C_ID_d5797bde1a,2017-10,cash_back,715,good,23
C_ID_d579f56c5c,2017-11,cash_back,389,bad,59
C_ID_d579f7180c,2015-11,cash_back,480,bad,56
C_ID_d57a951617,2017-01,cash_back,404,bad,29
C_ID_d57f7e08ce,2017-07,dining_entertainment,557,bad,77
C_ID_d57fe09c25,2017-02,travel,484,bad,62
C_ID_d580150ff4,2017-05,cash_back,754,excellent,20
C_ID_d58185e97e,2016-09,cash_back,326,bad,86
C_ID_d581e89295,2017-10,cash_back,469,bad,40
C_ID_d5820c5fe1,2016-04,cash_back,827,excellent,51
C_ID_d582832633,2017-02,dining_entertainment,364,bad,45
C_ID_d582cad27c,2016-08,dining_entertainment,594,bad,25
C_ID_d584c2b439,2017-06,travel,440,bad,61
C_ID_d584d3defb,2015-05,cash_back,655,fair,56
C_ID_d587267cbb,2017-06,cash_back,630,fair,64
C_ID_d5887d7b26,2017-03,cash_back,538,bad,48
C_ID_d58c36886e,2016-07,cash_back,772,excellent,71
C_ID_d58db36746,2016-03,cash_back,766,excellent,26
C_ID_d58f7182a7,2016-07,dining_entertainment,470,bad,51
C_ID_d59099cf22,2017-03,cash_back,748,excellent,64
C_ID_d591cea65c,2017-10,dining_entertainment,721,excellent,58
C_ID_d592de13ee,2017-10,cash_back,320,bad,49
C_ID_d593d9d06c,2016-04,cash_back,485,bad,24
C_ID_d595774809,2017-04,dining_entertainment,302,bad,43
C_ID_d5961a347b,2016-11,cash_back,479,bad,38
C_ID_d596673efa,2017-05,cash_back,647,fair,60
C_ID_d596680ed7,2017-07,cash_back,443,bad,83
C_ID_d596794318,2017-07,cash_back,630,fair,48
C_ID_d5985383af,2016-09,travel,484,bad,27
C_ID_d598b36c9f,2017-11,cash_back,326,bad,34
C_ID_d59b8e50eb,2017-10,dining_entertainment,379,bad,67
C_ID_d59c3877db,2017-02,cash_back,644,fair,58
C_ID_d59ca89912,2016-06,cash_back,792,excellent,51
C_ID_d59d2535b3,2017-11,travel,531,bad,23
C_ID_d59eedeea3,2014-05,travel,578,bad,81
C_ID_d5a2277845,2015-07,dining_entertainment,767,excellent,71
C_ID_d5a3918179,2017-03,cash_back,593,bad,23
C_ID_d5a83ab7c2,2017-10,cash_back,552,bad,19
C_ID_d5a850e091,2017-09,dining_entertainment,503,bad,56
C_ID_d5a97d837a,2016-08,cash_back,483,bad,34
C_ID_d5ac695d69,2017-10,cash_back,534,bad,68
C_ID_d5aceabeb7,2017-11,cash_back,531,bad,26
C_ID_d5ae531031,2017-07,dining_entertainment,831,excellent,27
C_ID_d5aff1265b,2016-11,cash_back,747,excellent,26
C_ID_d5b07baf8f,2017-08,travel,377,bad,31
C_ID_d5b1a5ec51,2016-11,cash_back,467,bad,25
C_ID_d5b21fe263,2017-09,dining_entertainment,358,bad,40
C_ID_d5b2a55336,2017-01,travel,707,good,49
C_ID_d5b2cbf2c3,2017-03,dining_entertainment,762,excellent,60
C_ID_d5b8117af5,2017-04,cash_back,307,bad,26
C_ID_d5b86a5b33,2015-02,dining_entertainment,339,bad,31
C_ID_d5b9f8cf9a,2017-03,cash_back,498,bad,32
C_ID_d5befac800,2016-12,cash_back,850,excellent,51
C_ID_d5c25fa1c0,2017-07,cash_back,755,excellent,21
C_ID_d5c447a74e,2016-08,dining_entertainment,488,bad,63
C_ID_d5c49664fe,2017-06,cash_back,607,bad,35
C_ID_d5c611d4ca,2016-06,travel,682,fair,42
C_ID_d5caadc993,2017-10,cash_back,410,bad,93
C_ID_d5cbb69b94,2017-08,travel,604,bad,83
C_ID_d5cc5c25a5,2017-01,cash_back,779,excellent,29
C_ID_d5cc7f0cea,2017-08,cash_back,697,good,59
C_ID_d5ce551e21,2017-04,cash_back,316,bad,47
C_ID_d5cf65c598,2017-01,dining_entertainment,641,fair,83
C_ID_d5d45821b7,2017-08,cash_back,772,excellent,30
C_ID_d5d50e261e,2017-07,cash_back,574,bad,61
C_ID_d5d60e0f6a,2017-05,travel,586,bad,92
C_ID_d5d725232e,2017-03,cash_back,552,bad,66
C_ID_d5da7cbea3,2017-08,cash_back,580,bad,39
C_ID_d5dd37c2df,2015-11,dining_entertainment,423,bad,31
C_ID_d5ded425f9,2017-02,travel,362,bad,41
C_ID_d5df282e67,2016-12,travel,617,bad,29
C_ID_d5df3effba,2017-08,cash_back,657,fair,38
C_ID_d5df64c572,2017-11,cash_back,432,bad,56
C_ID_d5e002ce9f,2017-03,travel,323,bad,31
C_ID_d5e24ad7f1,2016-09,cash_back,659,fair,19
C_ID_d5e42244cc,2017-08,cash_back,585,bad,20
C_ID_d5e516d1c8,2017-07,travel,334,bad,26
C_ID_d5e851aec1,2017-06,cash_back,790,excellent,32
C_ID_d5ea57ffb5,2013-12,cash_back,770,excellent,70
C_ID_d5ea98a989,2016-11,cash_back,380,bad,62
C_ID_d5eb7ff5cb,2017-12,cash_back,701,good,49
C_ID_d5ec0240d4,2016-12,dining_entertainment,802,excellent,63
C_ID_d5ecbb8fc1,2017-04,travel,435,bad,91
C_ID_d5ed910f76,2016-07,cash_back,483,bad,30
C_ID_d5ee08dc78,2017-05,cash_back,693,good,33
C_ID_d5ee153297,2016-04,cash_back,847,excellent,31
C_ID_d5ef025c63,2017-11,cash_back,641,fair,85
C_ID_d5f16a7e5d,2014-06,dining_entertainment,429,bad,36
C_ID_d5f2d74366,2016-03,cash_back,404,bad,77
C_ID_d5f2d850ec,2016-12,dining_entertainment,427,bad,46
C_ID_d5f51db02f,2017-06,cash_back,392,bad,29
C_ID_d5f5748114,2017-10,cash_back,461,bad,23
C_ID_d5f8447dca,2016-12,dining_entertainment,552,bad,56
C_ID_d5f9336310,2016-05,cash_back,847,excellent,42
C_ID_d5fa921b4d,2016-11,cash_back,403,bad,26
C_ID_d5fb488c80,2016-06,cash_back,317,bad,26
C_ID_d5fe048e18,2015-11,dining_entertainment,414,bad,29
C_ID_d601fc5880,2017-01,travel,382,bad,30
C_ID_d602c85be7,2017-09,travel,491,bad,31
C_ID_d60383159e,2017-01,dining_entertainment,310,bad,90
C_ID_d6056feec7,2017-11,travel,342,bad,63
C_ID_d608b70a41,2017-08,travel,745,excellent,32
C_ID_d608e6d13d,2016-10,dining_entertainment,363,bad,26
C_ID_d609ae11d2,2017-05,cash_back,669,fair,52
C_ID_d60c371c41,2017-06,cash_back,723,excellent,78
C_ID_d60efe9aa8,2016-01,dining_entertainment,774,excellent,38
C_ID_d610be8b58,2016-08,travel,327,bad,94
C_ID_d61750e80f,2017-10,cash_back,735,excellent,31
C_ID_d61cec8ca7,2017-08,cash_back,789,excellent,27
C_ID_d61e8da1e8,2017-07,travel,808,excellent,26
C_ID_d61f48fce7,2017-11,cash_back,635,fair,31
C_ID_d61f76d95b,2017-02,cash_back,603,bad,38
C_ID_d6202ab34d,2017-01,travel,847,excellent,38
C_ID_d621ba97e4,2017-11,cash_back,562,bad,41
C_ID_d622d72de2,2016-06,cash_back,821,excellent,78
C_ID_d62488bb78,2014-08,travel,433,bad,25
C_ID_d6262f5fe2,2017-09,travel,654,fair,24
C_ID_d6269e8ef4,2017-09,cash_back,329,bad,56
C_ID_d62999d4eb,2016-05,cash_back,666,fair,95
C_ID_d62afbf06c,2017-07,travel,313,bad,27
C_ID_d62b866b54,2017-08,cash_back,412,bad,91
C_ID_d62c5a0d63,2015-08,cash_back,746,excellent,39
C_ID_d62cd97b77,2016-09,dining_entertainment,572,bad,65
C_ID_d62f2e41a4,2016-11,dining_entertainment,470,bad,40
C_ID_d62f35a9a9,2017-07,cash_back,754,excellent,23
C_ID_d62fac6c9d,2017-08,cash_back,754,excellent,95
C_ID_d631407d37,2017-08,cash_back,671,fair,46
C_ID_d6362e7e65,2017-02,cash_back,321,bad,40
C_ID_d636aad6f7,2017-09,travel,844,excellent,28
C_ID_d638130501,2014-11,travel,580,bad,87
C_ID_d639d601f2,2016-11,cash_back,583,bad,85
C_ID_d63b723ead,2017-09,dining_entertainment,602,bad,37
C_ID_d63bd9859d,2017-05,cash_back,753,excellent,61
C_ID_d63d9e741c,2015-05,dining_entertainment,311,bad,22
C_ID_d63df69e0b,2017-05,cash_back,606,bad,28
C_ID_d63f2616bc,2016-02,dining_entertainment,364,bad,90
C_ID_d64349b1fa,2016-08,travel,419,bad,35
C_ID_d646154439,2017-08,cash_back,742,excellent,79
C_ID_d64861cd26,2017-06,travel,401,bad,27
C_ID_d64cb163b0,2017-03,cash_back,511,bad,50
C_ID_d64f3c3869,2017-01,dining_entertainment,309,bad,28
C_ID_d65151f24d,2017-04,dining_entertainment,784,excellent,49
C_ID_d656fe215a,2015-12,travel,584,bad,22
C_ID_d657272eec,2017-11,cash_back,686,fair,28
C_ID_d657b655b5,2016-07,travel,464,bad,28
C_ID_d658d929d8,2017-11,cash_back,328,bad,20
C_ID_d65a3bf581,2017-10,travel,310,bad,35
C_ID_d65af44bb9,2017-05,cash_back,361,bad,29
C_ID_d65b4d62b5,2017-08,cash_back,537,bad,91
C_ID_d65bf7a14d,2017-03,dining_entertainment,307,bad,43
C_ID_d65ddc2c0b,2017-01,dining_entertainment,378,bad,39
C_ID_d65ea2b365,2017-10,cash_back,363,bad,23
C_ID_d6608ccbf3,2017-06,cash_back,618,bad,52
C_ID_d66181ee15,2016-05,dining_entertainment,496,bad,51
C_ID_d663b3f800,2016-09,cash_back,622,bad,42
C_ID_d66461a9e0,2016-10,cash_back,809,excellent,88
C_ID_d667ea6d30,2017-10,cash_back,746,excellent,30
C_ID_d66903ebce,2017-03,cash_back,793,excellent,43
C_ID_d6690c1876,2017-01,travel,513,bad,87
C_ID_d66a204d95,2017-08,dining_entertainment,316,bad,34
C_ID_d66b8e8a6e,2017-06,cash_back,321,bad,53
C_ID_d66e6600a6,2017-04,cash_back,435,bad,23
C_ID_d66f8cacd0,2016-08,cash_back,339,bad,28
C_ID_d670a9b2d0,2017-09,dining_entertainment,357,bad,50
C_ID_d6712edadd,2016-12,dining_entertainment,771,excellent,24
C_ID_d671540443,2016-11,cash_back,747,excellent,27
C_ID_d67199d86f,2017-10,cash_back,529,bad,58
C_ID_d6724b9e5c,2017-11,cash_back,775,excellent,65
C_ID_d67277bd53,2017-04,cash_back,537,bad,30
C_ID_d673a7e7e7,2017-06,dining_entertainment,753,excellent,53
C_ID_d6748fbf7e,2015-03,dining_entertainment,425,bad,45
C_ID_d675cee860,2017-04,travel,386,bad,49
C_ID_d678f20df5,2016-09,dining_entertainment,338,bad,28
C_ID_d67a6f54ab,2016-06,travel,785,excellent,61
C_ID_d67af757b8,2015-07,cash_back,482,bad,64
C_ID_d67c5b9b88,2017-03,travel,780,excellent,27
C_ID_d67cb391c8,2017-09,dining_entertainment,363,bad,41
C_ID_d67d1c1e2c,2017-10,cash_back,535,bad,34
C_ID_d67d3db23b,2017-09,cash_back,327,bad,52
C_ID_d67dd3b3ed,2016-11,cash_back,588,bad,58
C_ID_d67f02dd46,2015-10,cash_back,335,bad,75
C_ID_d6846f2a35,2016-02,cash_back,460,bad,51
C_ID_d688c3e01e,2015-09,cash_back,795,excellent,48
C_ID_d68907d482,2017-02,dining_entertainment,441,bad,23
C_ID_d68a06868d,2016-08,travel,478,bad,23
C_ID_d68a2cb7a8,2017-08,dining_entertainment,739,excellent,22
C_ID_d68f0bd75d,2017-07,cash_back,628,bad,22
C_ID_d6912c6901,2017-12,cash_back,540,bad,29
C_ID_d691730563,2017-04,travel,333,bad,24
C_ID_d695785240,2016-11,travel,447,bad,19
C_ID_d6974e99c1,2017-07,cash_back,587,bad,38
C_ID_d697810a6d,2017-11,dining_entertainment,385,bad,26
C_ID_d6983f57c2,2017-08,cash_back,756,excellent,52
C_ID_d699401327,2015-11,cash_back,550,bad,79
C_ID_d69c00f20e,2016-12,cash_back,405,bad,22
C_ID_d69d9f43a5,2015-12,dining_entertainment,796,excellent,50
C_ID_d69e53de73,2017-08,travel,701,good,92
C_ID_d6a00fbf38,2016-07,cash_back,409,bad,31
C_ID_d6a1b17c3f,2016-12,cash_back,702,good,23
C_ID_d6a4304e60,2017-06,cash_back,467,bad,67
C_ID_d6a5020923,2017-03,dining_entertainment,468,bad,43
C_ID_d6a57668fa,2017-01,cash_back,698,good,25
C_ID_d6a61247ee,2016-10,dining_entertainment,375,bad,37
C_ID_d6a78e1fba,2017-07,travel,656,fair,35
C_ID_d6a8afb810,2016-07,cash_back,311,bad,36
C_ID_d6a9069164,2015-10,cash_back,391,bad,51
C_ID_d6a9811e21,2017-02,cash_back,768,excellent,22
C_ID_d6aa56a24c,2017-09,travel,802,excellent,54
C_ID_d6aad34f59,2016-10,dining_entertainment,842,excellent,47
C_ID_d6aaeaf6ae,2016-03,travel,824,excellent,38
C_ID_d6ad694b10,2017-05,cash_back,483,bad,68
C_ID_d6b0f02695,2016-09,dining_entertainment,480,bad,66
C_ID_d6b1ab0daa,2017-12,cash_back,597,bad,82
C_ID_d6b2b730e5,2017-09,travel,820,excellent,45
C_ID_d6b333d761,2017-03,cash_back,506,bad,27
C_ID_d6b5f08417,2017-01,dining_entertainment,506,bad,39
C_ID_d6bd060a29,2016-08,cash_back,373,bad,34
C_ID_d6bd41a233,2015-02,travel,816,excellent,36
C_ID_d6bf009c50,2016-10,travel,510,bad,42
C_ID_d6bf76b107,2015-07,cash_back,759,excellent,78
C_ID_d6bf931f9c,2016-10,cash_back,464,bad,35
C_ID_d6c021dba6,2016-09,travel,805,excellent,46
C_ID_d6c07e0599,2017-09,cash_back,420,bad,24
C_ID_d6c17ebc54,2017-09,dining_entertainment,388,bad,48
C_ID_d6c31bb860,2017-11,dining_entertainment,575,bad,31
C_ID_d6c380f02a,2017-05,cash_back,302,bad,83
C_ID_d6c4b35b80,2017-04,travel,544,bad,20
C_ID_d6c86b18cd,2017-05,dining_entertainment,586,bad,61
C_ID_d6c997c165,2017-05,travel,784,excellent,38
C_ID_d6caf45e91,2016-12,travel,352,bad,40
C_ID_d6cbbbb5d0,2016-04,travel,714,good,81
C_ID_d6cd682286,2016-12,dining_entertainment,380,bad,26
C_ID_d6cf5e514c,2017-08,dining_entertainment,439,bad,37
C_ID_d6d194b87d,2017-08,cash_back,455,bad,28
C_ID_d6d278815f,2017-06,cash_back,658,fair,92
C_ID_d6d480d655,2013-09,cash_back,556,bad,31
C_ID_d6d52b70b7,2017-08,dining_entertainment,651,fair,26
C_ID_d6d6ff0b10,2017-07,cash_back,414,bad,47
C_ID_d6d72b053a,2016-03,cash_back,757,excellent,20
C_ID_d6d78752f0,2017-06,travel,419,bad,47
C_ID_d6d8f6d15e,2017-10,travel,543,bad,18
C_ID_d6dc8e968d,2015-11,cash_back,720,excellent,35
C_ID_d6df770cde,2017-02,cash_back,786,excellent,67
C_ID_d6e1541369,2017-04,cash_back,322,bad,34
C_ID_d6e3f8e813,2017-04,travel,468,bad,49
C_ID_d6e4b55825,2017-06,travel,429,bad,68
C_ID_d6e5994952,2016-04,cash_back,373,bad,37
C_ID_d6ee4a3e2d,2017-12,cash_back,483,bad,65
C_ID_d6ee50e70e,2015-12,cash_back,628,bad,56
C_ID_d6ee9bc67f,2017-02,cash_back,814,excellent,58
C_ID_d6f07240e3,2017-10,cash_back,569,bad,37
C_ID_d6f098408b,2017-04,travel,785,excellent,21
C_ID_d6f09b3639,2016-11,dining_entertainment,667,fair,49
C_ID_d6f19d1361,2017-07,dining_entertainment,440,bad,37
C_ID_d6f297c594,2017-01,travel,626,bad,85
C_ID_d6f438fa7a,2017-11,cash_back,657,fair,52
C_ID_d6f4b2e748,2016-11,dining_entertainment,778,excellent,19
C_ID_d6f62fe911,2017-05,cash_back,716,good,35
C_ID_d6f676dbcb,2017-07,travel,748,excellent,41
C_ID_d6f894f9b7,2016-07,cash_back,703,good,25
C_ID_d6f90bcfc9,2016-04,cash_back,349,bad,41
C_ID_d6f956211e,2017-09,travel,408,bad,54
C_ID_d6f9a597ee,2016-05,cash_back,630,fair,40
C_ID_d6facfc69c,2015-11,travel,414,bad,36
C_ID_d6fb359dcc,2016-12,cash_back,548,bad,75
C_ID_d6fb8ffabb,2017-09,travel,450,bad,56
C_ID_d6fdaa10c4,2016-07,dining_entertainment,799,excellent,71
C_ID_d6fe38791a,2016-06,cash_back,621,bad,56
C_ID_d6ff7ce0a7,2017-10,cash_back,789,excellent,21
C_ID_d70148931a,2017-12,cash_back,500,bad,94
C_ID_d701a125fd,2017-10,dining_entertainment,400,bad,48
C_ID_d7042a5a80,2014-07,cash_back,707,good,57
C_ID_d70495771a,2017-07,cash_back,469,bad,33
C_ID_d70ca71ce1,2017-09,cash_back,558,bad,29
C_ID_d710a2dad7,2017-09,cash_back,774,excellent,35
C_ID_d7121f11f8,2017-04,cash_back,801,excellent,37
C_ID_d7122f1409,2017-10,travel,619,bad,28
C_ID_d712b9df86,2016-12,cash_back,585,bad,97
C_ID_d71332b21c,2016-11,travel,757,excellent,60
C_ID_d714ec3823,2017-08,dining_entertainment,791,excellent,48
C_ID_d716c06c45,2016-08,cash_back,838,excellent,36
C_ID_d71bfb923e,2016-08,cash_back,469,bad,60
C_ID_d71cc58fcb,2017-08,cash_back,770,excellent,87
C_ID_d71d9cc7d0,2017-06,travel,421,bad,66
C_ID_d71e106c96,2017-11,cash_back,733,excellent,62
C_ID_d72099f92e,2017-07,cash_back,516,bad,37
C_ID_d721eab303,2016-11,travel,643,fair,46
C_ID_d722392006,2016-05,cash_back,727,excellent,31
C_ID_d72241782c,2017-10,cash_back,495,bad,26
C_ID_d72281eda6,2014-11,dining_entertainment,699,good,50
C_ID_d722b33737,2017-04,cash_back,325,bad,21
C_ID_d723e9b71c,2016-09,dining_entertainment,349,bad,32
C_ID_d724f06e5b,2015-07,travel,716,good,34
C_ID_d72739a0c6,2017-08,travel,526,bad,98
C_ID_d7273bfaf7,2016-06,cash_back,793,excellent,20
C_ID_d727a0de53,2017-08,travel,456,bad,69
C_ID_d728166ce0,2017-04,dining_entertainment,680,fair,97
C_ID_d729259960,2017-03,travel,748,excellent,38
C_ID_d72c320b09,2017-08,travel,381,bad,21
C_ID_d72e83b77e,2017-10,cash_back,702,good,32
C_ID_d731840d62,2017-01,travel,827,excellent,72
C_ID_d73476316a,2016-11,cash_back,665,fair,35
C_ID_d7357f9efe,2017-11,cash_back,591,bad,23
C_ID_d73646fea2,2016-12,cash_back,619,bad,20
C_ID_d73680412b,2017-01,cash_back,827,excellent,24
C_ID_d73730b85a,2017-03,cash_back,385,bad,56
C_ID_d7394d1867,2016-07,cash_back,844,excellent,30
C_ID_d739681fd6,2017-05,travel,409,bad,54
C_ID_d73c314c87,2017-12,cash_back,386,bad,35
C_ID_d73e602500,2017-12,dining_entertainment,671,fair,83
C_ID_d73efb1ddd,2017-11,dining_entertainment,843,excellent,60
C_ID_d73fdf42b2,2017-03,cash_back,381,bad,75
C_ID_d74095e453,2017-08,dining_entertainment,547,bad,37
C_ID_d7444f4ead,2017-11,travel,472,bad,22
C_ID_d746618bea,2016-09,cash_back,527,bad,40
C_ID_d746f571d8,2017-09,cash_back,600,bad,35
C_ID_d74965369d,2017-01,cash_back,516,bad,82
C_ID_d749d88c78,2017-04,cash_back,823,excellent,37
C_ID_d74a81e2d1,2017-09,travel,544,bad,31
C_ID_d74aa9efc6,2016-09,cash_back,536,bad,91
C_ID_d74befa075,2017-10,cash_back,748,excellent,48
C_ID_d74bffb842,2016-08,cash_back,573,bad,61
C_ID_d74e42f6b9,2017-05,cash_back,539,bad,97
C_ID_d7516db661,2017-08,cash_back,352,bad,82
C_ID_d7521883c1,2016-09,travel,513,bad,65
C_ID_d755bd32c2,2017-09,cash_back,692,good,34
C_ID_d756a53813,2017-08,cash_back,628,bad,84
C_ID_d75743b335,2017-06,cash_back,335,bad,98
C_ID_d75755d23e,2017-05,travel,680,fair,95
C_ID_d75897de10,2017-11,dining_entertainment,429,bad,68
C_ID_d75965e5f3,2017-04,cash_back,762,excellent,74
C_ID_d75ffb5a5e,2016-12,travel,587,bad,61
C_ID_d76052e128,2017-10,cash_back,564,bad,29
C_ID_d760f7589c,2017-12,dining_entertainment,427,bad,25
C_ID_d761d2f329,2017-09,travel,615,bad,69
C_ID_d76400d53e,2017-07,cash_back,567,bad,45
C_ID_d764b4cbe6,2017-10,cash_back,816,excellent,59
C_ID_d766fb7891,2017-11,travel,647,fair,42
C_ID_d768569d43,2017-07,cash_back,536,bad,39
C_ID_d768fb8358,2017-08,cash_back,458,bad,24
C_ID_d76df9f85b,2017-08,cash_back,563,bad,30
C_ID_d76fb952eb,2017-03,cash_back,778,excellent,25
C_ID_d778384747,2017-11,cash_back,413,bad,41
C_ID_d77a61bb75,2017-10,travel,422,bad,28
C_ID_d77d130e5e,2016-11,cash_back,761,excellent,34
C_ID_d77f93286a,2017-03,cash_back,626,bad,19
C_ID_d77fca1c03,2017-02,cash_back,373,bad,57
C_ID_d781ae8193,2017-03,cash_back,551,bad,27
C_ID_d782854c0b,2017-12,cash_back,338,bad,35
C_ID_d782f3d26c,2017-09,dining_entertainment,634,fair,69
C_ID_d784e45910,2017-11,travel,492,bad,39
C_ID_d78603b2da,2016-11,travel,660,fair,59
C_ID_d788a81831,2017-12,travel,354,bad,21
C_ID_d78a98f080,2017-09,cash_back,700,good,46
C_ID_d78be710fa,2016-12,cash_back,651,fair,89
C_ID_d78c00b005,2017-11,dining_entertainment,506,bad,20
C_ID_d78da4cf69,2017-01,cash_back,627,bad,77
C_ID_d7914c8348,2016-12,cash_back,758,excellent,37
C_ID_d7921a03dc,2017-12,dining_entertainment,411,bad,60
C_ID_d792c3f33a,2017-09,dining_entertainment,438,bad,54
C_ID_d7942a81aa,2017-06,cash_back,414,bad,35
C_ID_d794a82b0f,2017-07,cash_back,520,bad,42
C_ID_d79a342e09,2017-07,dining_entertainment,778,excellent,83
C_ID_d79a506644,2017-06,cash_back,670,fair,48
C_ID_d79d7ad16c,2017-01,dining_entertainment,808,excellent,38
C_ID_d79e139ae0,2017-12,cash_back,398,bad,49
C_ID_d7a31946d6,2016-10,cash_back,604,bad,63
C_ID_d7a56efb04,2017-04,cash_back,837,excellent,39
C_ID_d7a5aa3a43,2015-12,cash_back,415,bad,52
C_ID_d7a7235c25,2017-05,cash_back,632,fair,57
C_ID_d7a964de57,2017-03,dining_entertainment,794,excellent,31
C_ID_d7aafa77ed,2017-07,travel,666,fair,35
C_ID_d7ac1fea12,2017-08,travel,674,fair,98
C_ID_d7b04ad530,2017-09,cash_back,469,bad,31
C_ID_d7b1c3e45e,2015-11,cash_back,760,excellent,75
C_ID_d7b5a3c4b4,2017-12,dining_entertainment,523,bad,91
C_ID_d7b7548d8a,2016-09,dining_entertainment,348,bad,80
C_ID_d7ba70fb0b,2017-07,cash_back,505,bad,59
C_ID_d7baa4a522,2016-10,cash_back,415,bad,59
C_ID_d7bbe44b50,2015-11,cash_back,793,excellent,50
C_ID_d7bc2851da,2017-06,cash_back,502,bad,25
C_ID_d7bcb44958,2017-09,cash_back,480,bad,45
C_ID_d7bd50a88a,2017-05,cash_back,435,bad,51
C_ID_d7c18ee004,2017-10,dining_entertainment,498,bad,89
C_ID_d7c2b97ff8,2015-11,travel,370,bad,91
C_ID_d7c2fa63cc,2017-03,cash_back,376,bad,20
C_ID_d7c46180b4,2016-11,dining_entertainment,424,bad,20
C_ID_d7c495967c,2016-11,travel,587,bad,46
C_ID_d7c7ad163f,2017-11,cash_back,603,bad,64
C_ID_d7c8422c36,2017-08,dining_entertainment,415,bad,37
C_ID_d7ccca1ef4,2017-11,travel,329,bad,38
C_ID_d7cd240200,2016-12,cash_back,793,excellent,71
C_ID_d7cf8c69d7,2017-12,travel,527,bad,52
C_ID_d7d05a2459,2016-08,travel,816,excellent,32
C_ID_d7d5737b46,2017-05,dining_entertainment,823,excellent,29
C_ID_d7d69cea4b,2017-08,cash_back,394,bad,41
C_ID_d7db191454,2016-10,travel,409,bad,33
C_ID_d7db984532,2017-12,dining_entertainment,800,excellent,24
C_ID_d7de329957,2013-05,dining_entertainment,454,bad,68
C_ID_d7e0a0cb4a,2017-07,dining_entertainment,812,excellent,49
C_ID_d7e102a322,2017-07,cash_back,499,bad,87
C_ID_d7e13f9a67,2017-08,cash_back,702,good,22
C_ID_d7e3bb95b6,2016-02,travel,456,bad,91
C_ID_d7e55e009e,2017-02,travel,391,bad,30
C_ID_d7e88bd233,2016-06,cash_back,724,excellent,31
C_ID_d7ec214633,2017-09,cash_back,556,bad,40
C_ID_d7eeff8b52,2017-09,cash_back,376,bad,34
C_ID_d7f38ca69a,2017-11,cash_back,325,bad,80
C_ID_d7f3c94039,2015-05,cash_back,595,bad,27
C_ID_d7f5f29fec,2017-07,cash_back,783,excellent,22
C_ID_d7f618c4fe,2017-03,travel,481,bad,43
C_ID_d7f6c437cd,2017-07,cash_back,643,fair,44
C_ID_d7f86d99ff,2017-03,travel,775,excellent,68
C_ID_d7f8fac1b0,2016-05,cash_back,731,excellent,88
C_ID_d7f931b693,2015-01,cash_back,771,excellent,45
C_ID_d7faaaa2c7,2017-10,travel,501,bad,73
C_ID_d7fab52ce4,2017-01,cash_back,306,bad,84
C_ID_d7fd02884d,2017-07,travel,748,excellent,34
C_ID_d7fdb2074d,2017-07,cash_back,421,bad,36
C_ID_d7fe8ac3a1,2017-09,cash_back,458,bad,44
C_ID_d7ff91e5fd,2016-12,dining_entertainment,658,fair,23
C_ID_d8000ce756,2017-06,cash_back,578,bad,19
C_ID_d80102e71a,2017-09,cash_back,512,bad,19
C_ID_d8036ab539,2017-04,dining_entertainment,491,bad,28
C_ID_d803cabfd8,2017-05,dining_entertainment,564,bad,40
C_ID_d80632d9df,2015-12,travel,383,bad,47
C_ID_d807b23787,2016-12,cash_back,411,bad,39
C_ID_d809663a2f,2015-12,cash_back,736,excellent,49
C_ID_d80d23d169,2017-12,cash_back,595,bad,53
C_ID_d80dfa279f,2017-09,cash_back,551,bad,25
C_ID_d80e0f0496,2016-06,cash_back,497,bad,32
C_ID_d80e8734d6,2015-03,cash_back,406,bad,90
C_ID_d80eb79323,2016-04,dining_entertainment,478,bad,25
C_ID_d80f2e12b5,2017-05,cash_back,362,bad,91
C_ID_d812837426,2014-10,cash_back,701,good,30
C_ID_d8147fe479,2017-11,cash_back,365,bad,49
C_ID_d814a3981b,2017-03,cash_back,412,bad,66
C_ID_d81591214e,2016-12,cash_back,472,bad,44
C_ID_d8181ced29,2015-01,cash_back,314,bad,79
C_ID_d819e905cc,2017-10,dining_entertainment,331,bad,27
C_ID_d81acf1478,2015-09,dining_entertainment,728,excellent,20
C_ID_d81cef143a,2016-12,cash_back,399,bad,38
C_ID_d81dc5763f,2017-07,travel,362,bad,32
C_ID_d81e88632f,2017-10,dining_entertainment,838,excellent,92
