since_first_active_month_parsed_days,reward_int,cardholder_fico_score,Range_int,cardholder_age
2795,1,640,1,30
2764,0,657,1,59
2705,1,710,2,43
2917,0,468,0,43
3101,1,559,0,62
2917,1,314,0,72
2522,1,304,0,62
2644,1,761,3,50
2705,1,455,0,79
2552,0,344,0,38
3009,1,782,3,27
3009,0,391,0,63
2491,1,448,0,73
2614,1,442,0,23
3495,1,549,0,40
2736,1,500,0,23
3832,1,564,0,97
2552,1,438,0,43
2491,2,790,3,48
2491,2,513,0,20
3130,2,310,0,21
2887,1,509,0,94
2644,1,408,0,36
2461,2,381,0,72
2705,1,469,0,25
3526,1,579,0,41
2764,1,641,1,23
2826,1,847,3,64
2736,1,825,3,57
2826,1,831,3,93
2675,2,416,0,21
3801,2,547,0,47
2491,2,633,1,84
2522,2,327,0,23
2675,1,717,2,79
2552,1,476,0,88
2917,1,457,0,40
2856,1,830,3,38
2614,2,373,0,18
2491,1,336,0,55
2614,1,403,0,24
2461,0,831,3,19
2491,1,768,3,65
3070,0,563,0,87
2795,1,353,0,38
2795,0,683,1,39
2826,1,532,0,75
2887,1,615,0,23
3040,2,805,3,20
3040,0,639,1,49
2856,1,377,0,36
2948,0,333,0,22
2491,2,440,0,29
2675,1,799,3,47
3314,0,630,1,40
2826,1,727,3,79
2675,0,845,3,59
2461,1,624,0,29
3314,1,422,0,71
2522,0,473,0,89
2856,1,546,0,32
3009,1,330,0,25
3222,1,762,3,50
2705,1,334,0,25
2461,2,306,0,26
2522,2,570,0,31
3009,0,362,0,35
2461,1,358,0,54
2491,2,527,0,63
2583,0,697,2,42
2764,1,546,0,71
2764,0,708,2,29
3009,1,702,2,35
2552,2,457,0,25
3009,0,514,0,22
2644,1,771,3,27
2552,2,475,0,52
2948,1,339,0,65
2736,1,610,0,38
2948,2,597,0,64
2764,1,653,1,88
2491,0,384,0,87
2583,1,653,1,34
2522,0,685,1,27
2552,1,356,0,49
2948,1,696,2,79
2826,0,623,0,29
3070,1,357,0,58
2491,0,773,3,41
3070,1,606,0,56
2522,2,505,0,23
2705,1,458,0,62
2614,1,494,0,95
2461,2,315,0,34
2795,0,395,0,54
2826,1,805,3,34
2583,0,618,0,18
2522,1,520,0,46
2795,1,569,0,24
2856,0,505,0,44
2461,2,846,3,21
3436,0,541,0,80
2644,1,736,3,34
2583,1,691,2,44
2644,2,405,0,23
3406,2,756,3,67
2887,0,559,0,49
2826,0,428,0,85
2979,1,519,0,39
2522,1,436,0,22
2583,0,300,0,30
2764,2,813,3,68
3101,0,817,3,42
2675,1,338,0,25
2461,1,722,3,28
3192,1,310,0,86
3009,1,667,1,59
2764,1,785,3,33
3192,1,388,0,63
2552,1,545,0,55
2979,2,679,1,41
2736,1,847,3,30
3406,1,810,3,70
3101,1,471,0,44
2461,0,358,0,30
2614,2,764,3,68
3557,1,549,0,55
3161,2,810,3,52
2826,0,613,0,78
2644,1,829,3,21
2614,1,397,0,26
3161,1,392,0,99
4013,1,426,0,34
2856,1,842,3,43
2552,0,324,0,23
2764,2,623,0,23
2583,0,760,3,92
2614,1,404,0,46
2552,0,818,3,36
2705,0,553,0,43
2583,1,449,0,42
2522,2,402,0,85
2491,0,773,3,45
2948,1,792,3,19
2675,1,554,0,98
2826,1,338,0,47
2552,0,714,2,44
3130,1,335,0,61
2461,1,459,0,57
2461,1,669,1,45
2644,1,703,2,33
2552,1,686,1,26
2917,0,760,3,37
2522,2,792,3,50
2583,2,418,0,44
2705,1,550,0,95
3009,0,421,0,68
3009,1,559,0,66
2826,1,705,2,26
2491,0,544,0,29
2826,1,444,0,43
2583,1,312,0,34
3253,0,659,1,38
2491,1,395,0,71
3283,1,512,0,69
3253,1,369,0,70
2948,1,544,0,29
2826,2,542,0,24
2583,1,675,1,23
2979,0,628,0,95
2764,1,342,0,40
2614,1,466,0,67
2795,1,497,0,65
2705,0,751,3,55
2887,1,684,1,79
2675,1,564,0,92
2675,1,418,0,38
2491,2,342,0,33
2764,1,450,0,27
2887,1,330,0,19
2826,2,431,0,91
2764,1,827,3,41
2795,2,650,1,23
2917,1,489,0,37
2583,0,318,0,25
2764,0,786,3,44
2917,0,570,0,45
2764,1,574,0,33
2795,1,582,0,89
2856,1,626,0,27
2522,1,519,0,20
2552,0,358,0,34
3040,2,830,3,39
2522,2,651,1,83
2491,0,846,3,23
2552,1,430,0,31
2736,1,415,0,49
2856,1,832,3,34
2552,1,362,0,46
2948,1,424,0,97
3070,0,528,0,44
2552,1,776,3,42
2614,1,511,0,24
2614,1,447,0,53
2522,2,536,0,68
2583,0,836,3,49
2583,1,818,3,73
2461,1,409,0,23
2461,0,487,0,84
2979,1,426,0,29
2583,1,802,3,60
3040,0,692,2,38
2705,1,562,0,29
2979,1,755,3,48
4409,2,469,0,37
2764,1,769,3,39
2583,1,336,0,28
2795,1,442,0,72
3009,1,559,0,23
2522,1,609,0,88
2583,1,755,3,25
2705,2,787,3,41
3314,1,400,0,22
2736,1,847,3,34
2644,1,317,0,25
2644,2,323,0,50
3253,1,481,0,49
2979,1,308,0,20
2826,1,631,1,33
2614,1,822,3,24
2736,2,496,0,30
2491,1,777,3,46
2552,1,360,0,56
2583,1,358,0,37
2764,2,657,1,38
3070,1,601,0,68
3436,1,431,0,75
2491,1,826,3,19
2583,1,433,0,97
2583,1,424,0,32
2552,1,593,0,86
2552,1,677,1,35
2522,2,759,3,61
2948,1,484,0,80
2736,1,828,3,62
3253,0,678,1,32
2552,0,424,0,26
2461,1,647,1,44
2644,1,718,2,98
2522,1,333,0,39
2644,0,493,0,55
3710,1,767,3,60
2826,2,383,0,40
2552,1,797,3,40
2491,1,331,0,39
2491,2,613,0,31
2917,2,731,3,45
3192,1,744,3,86
2764,1,314,0,19
2552,1,431,0,48
2705,1,498,0,31
3070,0,416,0,44
2736,2,502,0,64
2552,1,513,0,47
2826,0,728,3,55
2522,1,555,0,50
2552,2,595,0,74
2461,1,588,0,34
3648,0,722,3,84
2491,1,442,0,20
2764,1,818,3,22
2614,2,804,3,39
2491,0,746,3,47
2614,1,346,0,68
2826,1,746,3,80
2795,1,708,2,63
2491,1,791,3,38
2826,0,799,3,38
2461,1,816,3,36
2461,1,749,3,87
2764,1,603,0,40
2887,1,715,2,55
2887,1,304,0,53
3192,1,789,3,40
2795,0,304,0,63
2644,1,633,1,97
2675,2,632,1,31
2764,2,543,0,90
2583,2,513,0,59
3801,0,506,0,38
3009,1,624,0,53
2552,1,605,0,41
3406,1,635,1,23
3648,0,558,0,65
2644,2,818,3,38
2979,1,722,3,39
3040,1,834,3,18
2917,1,718,2,71
2856,1,348,0,25
2764,0,544,0,66
2583,2,669,1,65
2856,1,608,0,19
2461,0,752,3,48
2644,1,454,0,47
2644,1,383,0,60
2826,1,706,2,28
2705,0,554,0,26
2644,2,495,0,50
2979,0,427,0,20
2583,0,788,3,44
2491,0,609,0,71
2764,1,648,1,33
2887,2,692,2,72
2491,0,336,0,52
2583,1,690,2,57
2552,1,490,0,58
3253,1,587,0,48
3040,2,560,0,45
2552,1,628,0,20
2583,1,439,0,76
3009,0,427,0,30
2675,1,793,3,18
2522,1,845,3,51
2552,1,689,1,40
2948,0,785,3,52
2826,2,317,0,42
3192,1,621,0,47
2614,1,697,2,61
2644,1,529,0,60
2491,2,747,3,24
2705,1,830,3,26
2583,0,449,0,81
3040,1,493,0,79
2552,0,687,1,57
2856,1,783,3,42
2675,1,797,3,24
2826,1,365,0,55
4013,1,821,3,34
2826,1,718,2,41
2644,2,764,3,75
2583,1,540,0,35
2583,0,757,3,87
2491,0,326,0,63
2887,2,759,3,34
2675,0,318,0,58
2644,1,534,0,43
2552,1,780,3,50
2736,1,798,3,38
2552,1,705,2,20
2491,1,620,0,27
2583,1,404,0,32
2917,2,700,2,32
2552,1,746,3,63
2826,1,613,0,24
2887,2,522,0,60
2917,1,553,0,22
2614,2,837,3,38
2979,1,473,0,62
3222,2,510,0,96
3283,1,831,3,20
2461,1,849,3,81
2614,0,621,0,69
2614,1,525,0,68
2887,1,823,3,26
3009,1,343,0,27
2614,0,712,2,75
2764,1,751,3,69
2826,1,558,0,22
2826,1,480,0,98
2522,2,691,2,29
2644,2,467,0,41
2856,2,522,0,34
3009,2,768,3,63
2736,0,681,1,38
2491,1,665,1,93
2917,1,491,0,99
2583,0,379,0,20
2614,2,775,3,19
2583,0,502,0,68
2614,1,351,0,54
3130,1,424,0,38
2614,2,835,3,19
2675,1,659,1,40
2583,1,790,3,41
2675,1,452,0,80
2644,0,492,0,73
3192,1,649,1,38
2675,2,522,0,84
3040,2,837,3,26
3161,1,498,0,89
2795,1,534,0,30
2795,1,670,1,44
2644,2,414,0,97
2644,2,309,0,88
2887,1,382,0,20
2795,1,710,2,31
2856,1,563,0,41
2552,0,799,3,37
2705,2,561,0,58
2856,1,537,0,55
3587,1,429,0,48
2948,1,725,3,44
3101,1,654,1,44
2917,1,302,0,63
2461,1,392,0,25
2522,1,819,3,70
2614,2,724,3,31
2644,1,410,0,29
2675,2,738,3,75
2491,1,638,1,42
3101,1,490,0,84
2491,1,316,0,39
3740,1,736,3,65
2552,1,393,0,67
2736,1,751,3,46
2552,1,776,3,33
2948,0,811,3,53
3283,2,668,1,82
2826,1,443,0,38
2795,2,632,1,32
2826,1,344,0,31
2826,2,593,0,29
2614,0,441,0,87
2705,1,517,0,46
2614,0,544,0,52
2705,2,500,0,51
2491,0,773,3,26
2491,1,689,1,88
2552,0,802,3,23
2764,1,516,0,41
2491,2,657,1,40
2675,2,484,0,43
2461,1,322,0,50
2461,1,679,1,27
2705,1,526,0,34
2675,2,403,0,88
2705,1,478,0,52
2795,1,428,0,43
2644,1,781,3,21
2614,1,367,0,86
2614,1,553,0,40
2917,1,809,3,87
2736,1,736,3,33
2795,1,705,2,40
2552,1,571,0,44
2552,1,741,3,37
2522,0,726,3,67
2614,1,301,0,36
2887,2,582,0,78
2675,2,743,3,45
2705,1,722,3,23
2522,2,458,0,49
2491,1,529,0,74
2614,2,331,0,40
2795,1,831,3,57
2583,1,537,0,70
2675,1,562,0,97
2736,1,740,3,52
2826,1,829,3,46
2522,1,452,0,58
2887,2,741,3,24
2583,1,519,0,60
3070,1,563,0,56
2948,1,497,0,37
2583,1,473,0,98
2764,2,817,3,42
2917,1,818,3,21
3009,1,493,0,35
2614,0,639,1,75
2795,1,649,1,75
2614,2,474,0,91
2614,0,727,3,41
2826,0,546,0,93
2583,1,422,0,18
2644,1,379,0,44
2736,1,520,0,58
2979,1,302,0,42
3040,1,828,3,56
2583,1,825,3,30
2522,1,837,3,33
2522,0,490,0,38
3101,2,518,0,72
2764,1,550,0,42
2887,2,836,3,50
2491,0,714,2,72
2522,1,631,1,54
2614,0,676,1,34
2795,1,353,0,21
2614,1,622,0,44
2583,0,667,1,55
2522,0,532,0,43
3253,0,714,2,57
3161,1,484,0,30
3040,0,415,0,45
2522,1,518,0,41
2979,2,396,0,95
2491,0,815,3,45
2705,1,311,0,58
3192,0,396,0,55
2614,1,525,0,57
2764,1,713,2,21
2675,2,483,0,45
3314,1,574,0,58
2522,1,302,0,23
3314,0,629,0,22
2461,1,625,0,87
2948,2,639,1,60
2552,1,451,0,48
2552,1,791,3,33
2795,0,693,2,56
2552,1,440,0,39
3130,0,652,1,25
2614,1,471,0,77
3467,2,491,0,38
2644,0,572,0,87
2764,1,454,0,27
2461,1,692,2,66
2826,1,392,0,70
2887,0,787,3,55
2461,1,301,0,18
2552,0,338,0,25
2644,0,600,0,61
3375,2,445,0,87
3283,1,408,0,77
2764,1,565,0,50
2856,1,326,0,47
3314,1,489,0,91
2675,1,338,0,18
2764,2,678,1,79
2887,0,634,1,71
2826,2,839,3,19
2583,1,586,0,43
2826,1,748,3,23
2491,1,727,3,26
3253,2,513,0,48
2583,1,404,0,34
2675,0,618,0,82
2795,2,476,0,26
3009,1,391,0,24
2614,0,625,0,57
2583,0,310,0,34
2736,1,815,3,38
3283,2,700,2,99
2522,2,506,0,96
3406,0,437,0,26
2764,1,390,0,27
2826,1,761,3,19
2826,1,581,0,49
2644,1,784,3,23
2948,2,546,0,29
2491,0,428,0,51
2856,1,418,0,28
3040,1,646,1,97
2736,1,688,1,48
2675,1,768,3,58
2491,1,439,0,46
2705,1,713,2,34
3040,1,612,0,90
3495,1,392,0,26
2856,0,789,3,58
2764,1,803,3,38
2736,2,567,0,70
2856,0,737,3,61
2522,2,522,0,78
2583,1,837,3,67
3009,1,520,0,48
2856,0,700,2,43
2552,1,716,2,31
2979,1,411,0,59
2979,2,687,1,22
2675,1,468,0,32
3130,2,399,0,30
3070,1,746,3,81
2522,1,785,3,28
2948,0,321,0,54
2826,1,779,3,36
2736,1,764,3,28
3192,1,701,2,48
2522,2,849,3,24
2583,1,338,0,37
2522,0,810,3,21
3009,1,328,0,50
2705,2,511,0,32
2887,1,395,0,40
3009,1,646,1,88
2764,1,700,2,57
2522,1,410,0,62
2552,1,737,3,63
2461,1,814,3,61
2795,0,650,1,40
2917,2,496,0,26
2948,0,534,0,37
2522,1,594,0,54
3222,0,459,0,54
2826,1,677,1,31
2491,1,445,0,26
2917,1,646,1,33
2522,0,576,0,71
2856,1,421,0,73
2491,2,487,0,42
2461,1,467,0,25
2736,2,709,2,36
2583,2,356,0,50
2522,0,680,1,23
2856,1,763,3,62
2705,1,565,0,89
2856,1,679,1,57
2826,1,504,0,32
2764,0,736,3,44
2917,1,578,0,47
2795,1,536,0,97
3130,1,489,0,83
2583,1,445,0,64
2491,1,628,0,56
2614,1,802,3,42
3375,0,332,0,60
2491,1,451,0,31
2614,1,651,1,37
3406,1,302,0,24
2644,1,424,0,48
2979,1,352,0,25
2736,0,389,0,19
3040,2,549,0,64
2552,2,847,3,70
2675,0,364,0,24
2583,1,397,0,26
2705,1,357,0,36
2887,1,394,0,48
2795,1,380,0,29
2552,1,811,3,61
2675,2,443,0,35
2552,0,704,2,38
2614,2,742,3,28
2675,1,750,3,81
3406,1,787,3,22
2705,1,472,0,19
2795,1,567,0,62
2675,1,506,0,94
2522,2,582,0,60
2644,1,591,0,29
2917,1,589,0,44
2522,1,492,0,42
2644,0,564,0,42
2522,0,704,2,57
2644,1,639,1,58
2856,1,599,0,97
3314,1,598,0,95
3009,0,675,1,23
2644,1,591,0,33
3253,1,312,0,48
2856,1,801,3,53
3040,1,566,0,27
2614,1,413,0,32
2826,2,380,0,55
2675,1,328,0,27
2644,1,634,1,33
2552,1,810,3,53
2705,2,489,0,66
2705,2,443,0,93
2736,2,849,3,41
2736,0,611,0,33
2736,1,635,1,86
2764,1,703,2,53
2948,1,572,0,53
2552,1,332,0,31
2764,2,324,0,41
2644,2,740,3,31
2552,2,716,2,40
2614,0,304,0,41
3345,1,603,0,76
3314,1,685,1,47
2552,1,565,0,29
2705,1,552,0,34
2826,1,324,0,52
3222,1,628,0,82
2795,1,807,3,52
2552,1,511,0,95
2764,0,498,0,22
2461,0,772,3,81
2491,0,803,3,23
3192,1,496,0,95
2675,1,318,0,70
2675,1,510,0,36
2491,0,624,0,51
2705,1,449,0,22
2917,1,339,0,52
2552,1,645,1,31
2736,1,323,0,54
2552,0,313,0,65
2736,1,348,0,18
2826,2,535,0,80
2552,2,500,0,54
2979,1,460,0,36
2522,2,433,0,28
3070,2,314,0,45
2736,1,737,3,67
3587,1,578,0,41
2614,0,314,0,33
2795,0,738,3,54
3192,1,588,0,62
3101,1,477,0,94
3070,2,431,0,98
2795,1,622,0,46
2826,2,696,2,29
3922,2,305,0,27
3253,0,536,0,49
2522,0,496,0,79
2948,1,350,0,50
2887,1,350,0,60
2826,2,575,0,39
3101,1,830,3,58
2675,0,538,0,44
2764,1,829,3,77
2552,0,780,3,18
3557,1,451,0,92
2736,0,373,0,53
2644,0,819,3,31
2552,1,763,3,32
2552,1,619,0,44
2644,0,471,0,23
2917,2,460,0,90
2736,0,345,0,31
3101,0,352,0,37
3526,0,611,0,89
2583,1,421,0,25
2764,1,487,0,32
2614,1,418,0,42
3375,1,613,0,39
2614,1,574,0,51
2491,1,404,0,37
2826,1,548,0,35
2644,0,823,3,41
2979,0,352,0,67
2644,1,770,3,81
2826,0,837,3,36
3130,0,808,3,42
2461,1,464,0,46
2887,2,430,0,22
2705,1,422,0,23
2948,1,333,0,28
2552,1,370,0,79
2522,0,308,0,31
2826,2,664,1,66
2795,1,547,0,68
2522,1,390,0,32
2491,1,801,3,35
2552,1,395,0,83
2705,1,457,0,61
2614,1,550,0,33
2917,0,776,3,50
2552,1,516,0,40
2522,2,825,3,41
3009,0,556,0,21
2764,0,816,3,25
2917,2,330,0,36
2826,1,418,0,21
2887,2,545,0,82
2583,1,351,0,87
3161,1,660,1,33
2583,1,735,3,85
2675,2,325,0,49
3009,0,729,3,55
2583,1,419,0,26
2764,2,461,0,24
2826,0,483,0,57
2461,1,378,0,72
2826,2,640,1,39
2764,0,511,0,26
2491,1,756,3,24
2644,0,384,0,57
2522,0,673,1,83
2522,1,462,0,24
2764,0,646,1,35
2583,1,474,0,98
2736,2,579,0,67
4075,0,569,0,30
2461,1,435,0,29
3040,1,485,0,42
2583,1,710,2,25
3222,2,791,3,73
2522,1,372,0,25
3101,1,437,0,49
2614,1,763,3,84
2552,1,391,0,31
2614,0,479,0,51
2583,1,773,3,53
2522,2,378,0,95
2736,0,549,0,91
2522,2,793,3,26
2826,0,740,3,58
2948,1,504,0,69
2583,2,379,0,82
2644,1,300,0,24
2795,1,345,0,85
2522,1,769,3,37
2826,1,386,0,27
2795,2,587,0,43
2491,1,655,1,38
2736,1,833,3,88
2522,1,436,0,41
2917,1,495,0,27
2552,1,611,0,20
2461,2,808,3,51
3130,1,802,3,38
2614,0,514,0,67
2795,0,581,0,43
2491,2,499,0,40
3740,0,647,1,36
2583,2,784,3,60
2522,1,758,3,52
3922,1,648,1,23
3375,0,620,0,56
2644,1,838,3,68
3040,2,603,0,34
2887,2,393,0,54
2614,1,617,0,94
2491,0,436,0,76
3070,1,505,0,45
2552,2,692,2,68
2948,1,442,0,24
2491,1,333,0,65
2856,0,694,2,58
2552,1,417,0,27
2461,0,603,0,70
2644,1,716,2,69
3070,1,830,3,40
2826,1,565,0,42
2644,0,581,0,24
2826,2,434,0,36
2675,0,389,0,62
2644,2,384,0,48
3101,1,393,0,37
2979,2,830,3,43
3467,1,819,3,29
2736,0,715,2,27
3345,1,486,0,78
3587,1,343,0,40
2614,1,820,3,26
3253,1,621,0,25
2644,1,423,0,23
3070,1,510,0,75
2705,1,507,0,82
2461,0,706,2,26
2552,1,352,0,18
2795,1,522,0,98
3101,1,347,0,54
2795,1,307,0,79
2856,1,479,0,62
3040,1,594,0,100
2795,1,640,1,18
2644,1,531,0,23
2644,1,741,3,58
2614,1,306,0,26
2887,2,434,0,24
2491,1,409,0,63
2979,1,809,3,20
2583,1,510,0,34
2491,2,620,0,60
3192,0,834,3,80
2705,2,740,3,20
2552,1,374,0,33
2856,2,655,1,42
2583,0,541,0,63
2675,0,805,3,45
2856,2,757,3,23
2522,1,631,1,26
2583,2,786,3,86
2583,1,479,0,97
2522,1,672,1,58
2644,1,437,0,40
2522,0,403,0,35
2887,1,384,0,38
2856,1,849,3,39
2856,1,784,3,69
2614,1,426,0,64
2917,0,845,3,86
2644,1,786,3,79
2552,2,678,1,53
3406,1,589,0,79
2764,1,822,3,63
2736,1,718,2,28
2522,1,518,0,75
2491,2,496,0,63
2522,1,584,0,36
2552,0,437,0,86
3130,1,537,0,79
2675,1,530,0,85
2948,1,606,0,34
2764,1,309,0,39
2826,2,668,1,55
2522,1,397,0,63
2491,1,789,3,65
2552,0,356,0,19
2491,0,707,2,31
2552,1,396,0,65
2491,1,810,3,38
3009,1,575,0,46
2736,0,476,0,75
2522,1,645,1,20
2887,1,721,3,59
2795,1,306,0,31
2887,2,844,3,47
3467,1,485,0,62
2644,2,351,0,24
2764,1,669,1,21
2705,1,808,3,49
2826,1,402,0,37
2644,1,537,0,21
2461,1,528,0,46
2795,1,535,0,70
2856,1,516,0,92
2736,0,735,3,45
2795,1,712,2,27
2795,0,734,3,65
2644,1,389,0,30
2826,1,816,3,41
3222,0,575,0,42
3070,0,520,0,66
3345,1,536,0,60
2705,1,833,3,30
2491,0,370,0,35
2887,0,407,0,19
2764,2,802,3,18
2583,1,403,0,50
2764,1,542,0,91
2826,0,361,0,72
2583,1,528,0,28
2675,1,668,1,81
2764,1,342,0,55
2491,0,549,0,26
3801,1,493,0,49
2461,1,328,0,63
2552,1,419,0,60
2795,1,412,0,48
2856,2,311,0,92
3040,1,345,0,59
2887,1,563,0,72
2948,1,742,3,37
2795,1,616,0,40
2614,2,311,0,54
2887,1,574,0,68
2491,0,564,0,39
2583,0,316,0,54
2644,1,817,3,40
2522,1,807,3,30
2764,1,678,1,51
2644,2,519,0,41
2675,1,545,0,21
2583,1,612,0,28
2614,1,397,0,43
2826,1,799,3,30
3040,1,553,0,59
3192,1,617,0,18
2764,1,540,0,19
2736,1,635,1,18
3406,1,618,0,32
2522,1,456,0,23
2887,1,580,0,33
2736,1,826,3,34
2614,1,348,0,40
3101,1,689,1,51
2887,2,753,3,34
2764,1,685,1,98
2795,2,360,0,73
2736,1,820,3,21
2644,0,778,3,20
3101,1,424,0,51
2856,1,497,0,54
3436,1,607,0,26
2705,1,598,0,30
2795,1,653,1,66
2856,1,828,3,31
3101,1,423,0,27
2705,2,447,0,48
3406,1,350,0,22
2675,0,311,0,34
3679,0,356,0,36
2644,1,429,0,50
2856,0,763,3,55
3009,1,527,0,18
2764,2,561,0,75
2491,1,312,0,21
2522,1,319,0,72
2583,2,372,0,43
2917,1,662,1,90
2675,1,722,3,36
2552,1,373,0,33
2675,1,543,0,77
4197,2,326,0,23
2856,1,456,0,55
2826,2,832,3,38
2491,1,346,0,20
3040,1,789,3,55
2614,1,347,0,29
2795,2,555,0,86
2522,1,326,0,24
2583,1,805,3,73
3832,0,408,0,23
2856,1,722,3,70
2461,1,302,0,60
2461,1,659,1,33
3040,0,478,0,90
2461,1,649,1,32
3040,1,673,1,48
2614,2,544,0,66
3679,1,569,0,99
2491,0,813,3,29
2675,2,596,0,46
2461,0,850,3,27
3130,2,588,0,22
2552,2,541,0,54
3070,1,391,0,55
2826,1,540,0,72
2764,2,838,3,53
2705,2,810,3,22
2614,1,397,0,56
2614,1,509,0,27
2491,0,614,0,71
2491,2,850,3,28
2522,0,463,0,35
2948,1,431,0,37
2522,1,451,0,46
2979,1,486,0,40
3009,2,307,0,38
3557,1,763,3,41
2614,0,316,0,61
2461,2,456,0,58
2461,2,843,3,46
2887,1,828,3,31
2583,0,676,1,30
2614,1,523,0,76
2736,1,680,1,51
2948,1,442,0,37
3070,0,544,0,76
2887,1,467,0,40
2491,0,735,3,78
2764,1,500,0,29
2826,1,477,0,63
3618,0,369,0,22
2705,1,394,0,21
3587,0,728,3,36
2736,2,775,3,22
2675,2,334,0,31
3192,2,395,0,85
2552,1,474,0,20
2917,1,335,0,52
2583,1,670,1,61
3679,1,462,0,24
2552,2,546,0,29
4409,1,572,0,93
2856,1,375,0,32
2461,1,470,0,19
2552,1,305,0,46
2736,2,684,1,21
2614,1,429,0,23
3070,1,340,0,45
3070,1,813,3,57
2736,0,392,0,30
3009,1,463,0,83
2552,2,598,0,77
2795,0,543,0,48
2583,2,723,3,29
2856,1,575,0,51
2675,2,641,1,50
2461,2,614,0,40
2917,0,532,0,39
2764,2,816,3,94
2491,0,406,0,57
2522,1,690,2,78
2552,1,587,0,32
2461,0,555,0,53
2461,1,771,3,67
2764,1,494,0,61
3922,1,638,1,34
2522,1,727,3,89
2705,2,518,0,80
2614,1,740,3,26
2552,1,624,0,22
2675,1,583,0,28
4044,1,581,0,79
2736,2,318,0,60
2583,2,440,0,39
2583,1,388,0,42
2795,1,439,0,30
3253,1,576,0,40
2948,2,354,0,42
2644,1,632,1,83
2583,1,397,0,66
2948,0,685,1,60
2614,1,789,3,44
2583,1,735,3,39
2644,0,706,2,25
2736,1,330,0,41
2583,1,639,1,86
2461,2,516,0,39
2522,1,633,1,61
3101,0,361,0,21
2795,1,683,1,96
2461,2,332,0,38
2705,1,551,0,36
2552,1,809,3,22
2491,2,688,1,34
2522,1,483,0,92
2552,1,673,1,20
2461,2,662,1,30
2826,1,783,3,27
2491,2,353,0,98
2705,1,317,0,26
2826,1,721,3,46
2795,1,655,1,69
2736,2,606,0,99
2552,1,439,0,24
2491,1,533,0,25
2826,2,548,0,21
2736,2,717,2,96
2887,1,378,0,78
2522,1,391,0,78
2491,1,400,0,33
2764,1,385,0,53
2917,1,617,0,33
3801,1,364,0,41
2583,1,807,3,33
2705,2,370,0,67
3406,1,813,3,41
2614,1,481,0,35
2764,1,592,0,53
2491,1,724,3,71
3253,0,461,0,20
3070,1,545,0,97
2795,1,843,3,52
2826,2,576,0,43
3192,0,427,0,58
2856,0,417,0,47
2705,1,586,0,24
2583,0,530,0,34
2764,1,785,3,19
2948,2,739,3,18
2644,1,463,0,28
2795,1,731,3,32
2795,0,498,0,47
2614,2,847,3,35
2856,1,515,0,68
2736,0,424,0,28
2461,1,648,1,95
2675,2,747,3,61
3040,1,684,1,96
2491,0,406,0,52
2583,2,444,0,58
2644,1,677,1,51
2522,1,413,0,18
2736,1,546,0,26
3040,1,561,0,94
3283,1,438,0,42
2614,1,483,0,23
3009,1,478,0,33
3070,1,628,0,21
2917,1,336,0,35
2583,1,693,2,20
2675,1,805,3,37
2887,1,327,0,72
2856,2,587,0,87
4409,0,717,2,21
2583,2,457,0,27
2614,1,689,1,56
2675,1,772,3,53
2675,1,727,3,28
2552,2,446,0,73
2705,1,498,0,33
2552,0,654,1,90
2461,1,813,3,30
2826,2,685,1,58
2491,0,315,0,62
2826,1,347,0,40
2583,0,626,0,30
2736,1,348,0,38
3130,1,657,1,73
2644,0,460,0,22
2675,0,503,0,86
2552,1,795,3,41
2917,1,423,0,51
3192,1,610,0,28
2552,1,664,1,27
2795,1,574,0,61
2583,1,474,0,90
2764,0,776,3,54
2614,0,397,0,37
2583,0,823,3,44
2948,1,757,3,96
2583,1,628,0,100
2979,1,486,0,57
3467,2,301,0,42
2826,1,581,0,53
2522,1,454,0,51
2887,2,815,3,31
2795,0,847,3,65
2887,0,675,1,67
2736,1,785,3,34
3283,0,387,0,33
2675,1,396,0,82
2614,1,450,0,96
2826,1,488,0,32
2795,1,823,3,24
2736,2,613,0,56
2826,2,429,0,30
2826,1,572,0,27
2979,2,720,3,23
2491,1,383,0,38
2614,1,323,0,84
4136,1,674,1,26
3070,1,824,3,36
2522,2,373,0,57
2522,1,837,3,23
3679,1,389,0,71
2552,1,380,0,82
2552,2,627,0,22
2705,1,408,0,38
2461,1,824,3,54
2583,1,729,3,26
2644,1,348,0,61
2644,1,388,0,30
2795,1,344,0,49
2644,1,495,0,87
2614,1,574,0,35
3283,2,370,0,98
2917,1,334,0,27
3222,0,434,0,68
2764,0,519,0,68
2826,1,479,0,46
2675,2,553,0,74
2461,1,367,0,32
2795,1,607,0,19
2856,2,762,3,34
2917,1,687,1,30
2705,0,603,0,89
2583,1,810,3,46
2675,2,608,0,78
2614,1,316,0,37
2614,1,815,3,19
2491,1,354,0,62
2887,1,326,0,39
2552,0,841,3,45
2614,1,473,0,30
2948,0,590,0,35
2705,0,722,3,66
2522,0,422,0,98
2491,1,803,3,25
3009,0,513,0,87
2522,1,834,3,25
2764,2,608,0,63
3161,1,355,0,50
2644,0,823,3,40
2979,2,444,0,61
2583,1,839,3,20
2522,1,777,3,35
2491,1,827,3,30
2522,1,412,0,65
2614,0,501,0,70
3009,1,667,1,20
2979,1,340,0,29
2705,0,360,0,30
2461,2,587,0,91
2764,0,436,0,35
2461,1,790,3,38
2644,1,819,3,36
2614,0,374,0,37
2917,2,357,0,19
2826,1,654,1,40
3040,2,710,2,51
2705,0,720,3,95
